start_date,end_date,pair1,pair2,pair3,pair4,pair5
2019-01-14,2019-01-18,0.2,0.2,0.2,0.2,0.2
2019-01-22,2019-01-25,0.2,0.2,0.2,0.2,0.2
2019-01-28,2019-02-01,0.2,0.2,0.2,0.2,0.2
2019-02-04,2019-02-08,0.2,0.2,0.2,0.2,0.2
2019-02-11,2019-02-15,0.2,0.2,0.2,0.2,0.2
2019-02-19,2019-02-22,0.2,0.2,0.2,0.2,0.2
2019-02-25,2019-03-01,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-03-04,2019-03-08,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-03-11,2019-03-15,0.2,0.2,0.2,0.2,0.2
2019-03-18,2019-03-22,0.2,0.2,0.2,0.2,0.2
2019-03-25,2019-03-29,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-04-01,2019-04-05,0.2,0.2,0.2,0.2,0.2
2019-04-08,2019-04-12,0.2,0.2,0.2,0.2,0.2
2019-04-15,2019-04-18,0.2,0.2,0.2,0.2,0.2
2019-04-22,2019-04-26,0.2,0.2,0.2,0.2,0.2
2019-04-29,2019-05-03,0.2,0.2,0.2,0.2,0.2
2019-05-06,2019-05-10,0.2,0.2,0.2,0.2,0.2
2019-05-13,2019-05-17,0.2,0.2,0.2,0.2,0.2
2019-05-20,2019-05-24,0.2,0.2,0.2,0.2,0.2
2019-05-28,2019-05-31,0.2,0.2,0.2,0.2,0.2
2019-06-03,2019-06-07,0.2,0.2,0.2,0.2,0.2
2019-06-10,2019-06-14,0.2,0.2,0.2,0.2,0.2
2019-06-17,2019-06-21,0.2,0.2,0.2,0.2,0.2
2019-06-24,2019-06-28,0.2,0.2,0.2,0.2,0.2
2019-07-01,2019-07-05,0.2,0.2,0.2,0.2,0.2
2019-07-08,2019-07-12,0.25,0.25,0.25,0.25,
2019-07-15,2019-07-19,0.2,0.2,0.2,0.2,0.2
2019-07-22,2019-07-26,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-07-29,2019-08-02,0.2,0.2,0.2,0.2,0.2
2019-08-05,2019-08-09,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-08-12,2019-08-16,0.2,0.2,0.2,0.2,0.2
2019-08-19,2019-08-23,0.2,0.2,0.2,0.2,0.2
2019-08-26,2019-08-30,0.2,0.2,0.2,0.2,0.2
2019-09-03,2019-09-06,0.2,0.2,0.2,0.2,0.2
2019-09-09,2019-09-13,0.2,0.2,0.2,0.2,0.2
2019-09-16,2019-09-20,0.2,0.2,0.2,0.2,0.2
2019-09-23,2019-09-27,0.2,0.2,0.2,0.2,0.2
2019-09-30,2019-10-04,0.2,0.2,0.2,0.2,0.2
2019-10-07,2019-10-11,0.2,0.2,0.2,0.2,0.2
2019-10-14,2019-10-18,0.2,0.2,0.2,0.2,0.2
2019-10-21,2019-10-25,0.2,0.2,0.2,0.2,0.2
2019-10-28,2019-11-01,0.25,0.25,0.25,0.25,
2019-11-04,2019-11-08,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2019-11-11,2019-11-15,0.2,0.2,0.2,0.2,0.2
2019-11-18,2019-11-22,0.2,0.2,0.2,0.2,0.2
2019-11-25,2019-11-29,0.2,0.2,0.2,0.2,0.2
2019-12-02,2019-12-06,0.2,0.2,0.2,0.2,0.2
2019-12-09,2019-12-13,0.2,0.2,0.2,0.2,0.2
2019-12-16,2019-12-20,0.2,0.2,0.2,0.2,0.2
2019-12-23,2019-12-27,0.25,0.25,0.25,0.25,
