Year,Return Type,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Overnight,0.025731986400005787,0.009272377265157578,2.775122890728119,4.45847904854727,2.6393020100156224,30.895674315494524,-0.0004451505624939122,-0.0008677022961099847,-0.0032888750851024205,0.00520314917306596,-0.005761643667720519,4.4660843127402465,2020-01-23,2020-03-13,2020-03-17 00:00:00
2020,Daily,-0.021985153888502383,0.008959621239888823,-2.4538039387896253,-2.5878118814124194,-2.202495333415928,27.204501956572237,-0.0007504147840384804,-0.0015233038512224295,-0.004742354069882939,0.00330517375862032,-0.025474051309559414,0.8630411245286381,2020-03-13,2020-12-28,Not yet recovered
2021,Overnight,0.01387349356437112,0.006478214686788352,2.141561253390486,2.5244475473759094,0.17092801081248715,22.84232903217321,-0.0004219564919086267,-0.0008154150248432425,-0.002808005945313242,0.003005010861740989,-0.00280800594531338,4.940692375500938,2021-03-04,2021-03-05,2021-05-11 00:00:00
2021,Daily,-0.013266283880052635,0.006419473439041215,-2.0665688558459134,-2.7073178093509775,-0.026495688638398997,23.545889535437237,-0.0005249579290977235,-0.000899502010974418,-0.002961912666190337,0.0028331415146070687,-0.013961253791236809,0.9502215258331317,2021-03-05,2021-12-21,Not yet recovered
2022,Overnight,0.2704073996547511,0.49484632464885947,0.5464472224718064,0.8876942480061959,9.48247383786712,132.8601966152365,-0.0006633169434577369,-0.027281569020058526,-0.16161680284378255,0.4032463112847259,-0.26683906734155727,1.0133726007542452,2022-03-24,2022-03-30,2022-04-01 00:00:00
2022,Daily,0.9247511700444648,0.9445133523042374,0.9790768630093363,4.140332039099949,13.59022807935989,195.70593644842242,-0.000617599714344768,-0.0204744814805446,-0.13145404595482763,0.8539897148026581,-0.2104516745935932,4.3941259760953075,2022-03-30,2022-10-12,Not yet recovered
