Return Type,Overnight,Daily,Overnight,Daily,Overnight,Daily
Year,2020,2020,2021,2021,2022,2022
Annualized Return,0.12339218333613128,-0.13797455436446207,0.038481658806056154,-0.07323045909386633,0.7115588801780149,4.6486379605538835
Annualized Volatility,0.042766463338548416,0.042217517934724724,0.0244478414748965,0.023995975223915722,1.8746081518876205,4.764318744815046
Annualized Sharpe Ratio,2.8852557285210265,-3.268182525031282,1.5740309362513596,-3.051780909528561,0.3795773956608035,0.9757193440537418
Annualized Sortino Ratio,4.984812264302566,-3.5858280105265234,2.551497209568461,-4.169344135683606,0.5394587186192421,4.551109434819956
Skewness,1.7068372581590432,-1.8833275162472456,0.5114081264384981,-0.4429840233341006,6.384950415632048,13.605657146057089
Excess Kurtosis,12.782894287810837,14.913967666719575,3.844385861037395,4.061566934440691,93.40053789562316,195.48565129398506
VaR (0.05),-0.002767290678268773,-0.004110690872393285,-0.002126988141773116,-0.0023836178431871457,-0.003317553995361151,-0.004576423078749577
CVaR (0.05),-0.004569957542018883,-0.0075195231961978125,-0.0030969666271174552,-0.0036362941688540197,-0.13021414458571945,-0.10016646627373894
Min,-0.01149739762566312,-0.01953483899411564,-0.00526605973159814,-0.00842125698356982,-0.7365767891487159,-0.6049607350443715
Max,0.018889292175069718,0.0114825985406405,0.008317514247545902,0.0051390517659505195,1.3690150142731772,4.306428623372412
Max Drawdown,-0.018772001176236057,-0.12324527283889558,-0.014480945969223375,-0.06781497052300371,-0.8858501762199843,-0.7997226633011092
Calmar Ratio,6.573203473497355,1.1195119389675934,2.657399515738954,1.0798568299757,0.8032496908385923,5.812812583508831
Peak,2020-03-11 00:00:00,2020-01-31 00:00:00,2021-10-13 00:00:00,2021-02-10 00:00:00,2022-01-28 00:00:00,2022-03-30 00:00:00
Bottom,2020-03-13 00:00:00,2020-12-28 00:00:00,2021-11-30 00:00:00,2021-12-30 00:00:00,2022-03-30 00:00:00,2022-12-29 00:00:00
Recovery,2020-03-18 00:00:00,Not yet recovered,2021-12-15 00:00:00,Not yet recovered,Not yet recovered,Not yet recovered
