start_date,end_date,pair1,pair2,pair3,pair4,pair5
2020-01-13,2020-01-17,0.28833572932823937,0.09743684363490743,4.163336342344337e-17,0.0,0.6142274270368532
2020-01-21,2020-01-24,0.20178995294124658,0.0553507376758974,0.0005535242752088751,0.6654068900638904,0.07689889504375674
2020-01-27,2020-01-31,0.4279194623849036,0.1611812012651969,0.1609333845918217,0.09959248963044373,0.15037346212763425
2020-02-03,2020-02-07,0.2,0.2,0.2,0.2,0.2
2020-02-10,2020-02-14,0.3666037312180389,0.24331516874955567,0.21209604812306446,0.17798505190934105,0.0
2020-02-18,2020-02-21,0.04704667658016582,8.517300168288782e-19,0.8439618487025957,0.10899147471723845,
2020-02-24,2020-02-28,0.022878960647977026,0.0709798605537492,0.04085231721831477,0.796085238122176,0.069203623457783
2020-03-02,2020-03-06,0.21236800383111856,0.2136265387601051,0.0,0.21862016300574308,0.3553852944030333
2020-03-09,2020-03-13,0.21276092966715196,0.36473134096327653,0.21169544770142157,0.21081228166814997,0.0
2020-03-16,2020-03-20,0.011811785350640612,0.09490548454748643,0.36321097468953223,0.20141205881892,0.32865969659342076
2020-03-23,2020-03-27,0.2416487156935464,0.22648914070556844,0.2410733996554518,0.0,0.29078874433528423
2020-03-30,2020-04-03,0.46399912417436495,0.00028727690354873214,0.12618660967312056,0.376008144406857,0.033518844842108875
2020-04-06,2020-04-09,0.20148579717566334,0.22025666476768962,2.0816681711721685e-17,0.2044776241204199,0.37377991393622717
2020-04-13,2020-04-17,0.2045996209497166,0.2050471376058761,0.3350547969720186,0.049562308254181904,0.2057361362182068
2020-04-20,2020-04-24,0.19305381933883192,0.35283946220522655,0.21983606736757286,0.09335725250031315,0.14091339858805557
2020-04-27,2020-05-01,0.2687130957664148,0.21158054508557142,0.29663424949816164,0.22307210964985222,5.627009275199768e-17
2020-05-04,2020-05-08,0.1992664995499386,0.19940269942526098,0.0,0.4024529717553857,0.1988778292694194
2020-05-11,2020-05-15,0.15988113408661997,0.0,0.2803434440069457,0.403417195788757,0.15635822611767722
2020-05-18,2020-05-22,0.04813290543963271,0.6039579484552564,0.23636636464358518,0.0,0.1115427814615257
2020-05-26,2020-05-29,0.23777387784707227,0.18803600182674954,0.12029612693310426,0.29227429808441596,0.16161969530865805
2020-06-01,2020-06-05,0.08483313875692697,3.1374100366299285e-18,0.23796535516409242,0.5745114059687153,0.10269010011026532
2020-06-08,2020-06-12,0.10273142072954572,0.679800283659694,0.0647032661860712,0.07574030624026727,0.07702472318442183
2020-06-15,2020-06-19,0.27286935530808487,0.3637574403591047,0.00743263601107139,0.19033475026081859,0.1656058180609205
2020-06-22,2020-06-26,0.0,0.14804614255386706,0.18485718911343985,0.30991258018770335,0.35718408943852836
2020-06-29,2020-07-02,0.07690332863592524,0.34201654882349497,0.2874984456451365,0.11142969859880592,0.18215197829663743
2020-07-06,2020-07-10,0.3270286073379768,0.0024165030726824195,0.20371953671012416,0.26664242784002284,0.2001929250391938
2020-07-13,2020-07-17,0.43608781782374245,0.20170494332686031,0.12460054594492426,0.23760669290447298,
2020-07-20,2020-07-24,0.39057685627214433,0.2005968399560516,0.27863918375600166,0.1301871200158022,
2020-07-27,2020-07-31,0.16493357243712967,0.0038790450048302883,0.4971693526267052,0.12085459465580643,0.21316343527552845
2020-08-03,2020-08-07,0.03606160750858119,0.09306358026726565,0.26730960621988653,0.37758476728424434,0.2259804387200224
2020-08-10,2020-08-14,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
2020-08-17,2020-08-21,0.08238364646210797,0.16669406082407467,0.5922507029689631,0.0,0.15867158974485435
2020-08-24,2020-08-28,0.33249271311314427,0.048874700751671864,0.46351627423007613,0.08858935610270226,0.06652695580240553
