time,1min,2min,3min,4min,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
2020-01-13,0.1435190350434894,-0.02113481851415723,0.05727622785686807,-0.07945350755169547,-0.13746844902572602,-0.01790292897976418,0.05413171106812481,0.16434374036985408,0.06355269813586517,-0.2234765126595628,0.4352447055975506,-0.07762794817463735,0.10621462662059758,0.04836387102802652,-0.2103593915587553
2020-01-14,0.09069516497346272,0.12138348788317561,0.13211043781885717,0.23776755964663582,0.15278681107406938,0.17526008479010213,0.15255689624915084,0.16510042209996761,0.16701889777394702,-0.20766572654040066,0.09358463299885686,0.2355960991424016,0.1672730045736261,0.14615511463093017,-0.00959876223552952
2020-01-15,0.01345880000895425,0.027606393879029374,-0.1757201995589629,0.04478580623461014,0.3626308145235445,0.13505820436593405,-0.07541955481965767,0.00284966388168158,-0.07830254040097544,-0.7195754879099977,-0.03301633837778722,-0.1998875390364501,-0.05039953255345855,0.4688339479269391,0.00021822730571068
2020-01-16,0.07205695553241523,0.21405652603829708,-0.20077082022933027,0.020088872821497242,0.2669737333486485,-0.01021095583064432,0.32643780049101784,-0.06661170486919629,0.20276376748501393,-0.00057853114924022,0.07628028064775898,-0.00047528784145526,0.039505502915237675,0.3058163347641576,-0.00033163667306109997
2020-01-17,0.07753258968703576,0.19264571664266286,-0.18242457796024186,0.5948806255014935,0.29637953401827877,0.37015236379868555,0.27684443128346825,0.5197368964354833,0.4866870163528862,0.018590232768543553,0.11171704049775073,0.03212281668692521,0.43615296711128443,0.08687540415816578,0.02997822681054923
2020-01-21,6.691518484134231e-05,0.00019224936933091283,0.00021121230624932008,2.8310080965249184e-06,0.00042672868291773996,0.00016266668170966003,0.0005424729167894399,-5.0775487979918705e-06,0.00014986388650968,-2.486638344881861e-06,0.00035910016174577996,0.00042722361493508,0.00043337755239844565,3.594548374054e-05,0.00032911102438540004
2020-01-22,-0.00015752722260467094,2.636693665694593e-05,0.0004000978469340573,0.0003923544091475937,0.00018246061711850795,0.0006417322808759564,0.00022472596535537057,0.0004139444650390617,0.00042357914010016556,0.0003040486998466846,0.00043179418320673255,0.0004153307974836767,0.00016530542029670172,0.0002541072183016006,0.00041222610233791036
2020-01-23,0.0002580513681934277,0.0004649431524861125,0.00025708276879858345,0.0005377190880800205,0.00016439096630002,0.00048095556947948807,0.0007247017889264169,0.00026015175314663596,0.0005663057974009182,0.00024633404036974,0.0002331280733647089,1.118910250359306e-06,0.0009749952584872082,0.00084909989639464,0.000648300984564331
2020-01-24,-4.989687989661192e-05,-0.00016652812359462871,-0.00018629032912720968,-0.00036014736263062177,-1.858848455942191e-05,-0.00014713127625738922,-0.0002139780266610715,-4.3497856643823775e-05,-0.00011390794396539999,-0.0003671740543910616,-0.00025644983638824063,9.25280096488694e-05,-0.00017665711064309366,0.00011775244695949559,-6.719099845769158e-05
2020-01-27,-1.4288498896350453e-05,-3.8664637549025056e-05,-0.00015952578975831998,-0.0001660863687706977,-6.139041455972e-05,-0.00015884926156635999,-0.00026416067771011995,-0.00019270831357476404,-5.1184817109719984e-05,-0.00011676788313022853,-0.00010086210483434002,-0.00011364860655777538,-0.0001542480790057622,-7.508802042520001e-06,-0.00012615242157984
