start_date,end_date,pair1,pair2,pair3,pair4,pair5
2020-01-13,2020-01-17,0.11852073489536712,0.19074398058476613,0.0,1.332484469984685e-15,0.6907352845198664
2020-01-21,2020-01-24,0.12867654255414077,0.6540123984920525,0.11868582723756076,0.034108673525670125,0.06451655819057586
2020-01-27,2020-01-31,0.06829259023327117,0.45715471042843336,0.4253845881855978,0.04059998925414869,0.008568121898549007
2020-02-03,2020-02-07,0.24984770049382304,0.24986736668757356,0.24999761030844722,0.25028732251015623,0.0
2020-02-10,2020-02-14,0.3949089792480066,0.20352378111198277,0.25885600819512977,0.14271123144488088,0.0
2020-02-18,2020-02-21,0.4818599099750592,0.014718043055177536,0.20819528768485132,0.29522675928491193,
2020-02-24,2020-02-28,0.051897561084175585,0.12901632253272127,0.28472363273391305,0.11056940587372295,0.42379307777546715
2020-03-02,2020-03-06,0.003441816456840428,0.006892283481945685,0.06558109536459607,0.025114147496592562,0.8989706572000253
2020-03-09,2020-03-13,0.02258514535498028,0.9403012020505863,0.019644260364372022,0.017469392230061376,0.0
2020-03-16,2020-03-20,0.8658158749374737,0.05373711906581458,0.04174297267095972,0.012478383487485027,0.026225649838267077
2020-03-23,2020-03-27,0.24775812864070051,0.24876835632943348,0.24894346005283166,5.551115123125783e-17,0.2545300549770342
2020-03-30,2020-04-03,0.035850153327816076,0.822446303990877,0.05499383619704676,0.037978211045856636,0.048731495438403515
2020-04-06,2020-04-09,0.05439166066980952,0.05934814839523755,0.0026067756441220183,0.05518475382232961,0.8284686614685014
2020-04-13,2020-04-17,0.029807981572126406,0.030068328246228564,0.8449723080091742,0.06467871550811584,0.03047266666435504
2020-04-20,2020-04-24,0.42673429828411286,0.027208231663773272,0.2279127158363807,0.009250724903482397,0.30889402931225074
2020-04-27,2020-05-01,0.1533883656161224,0.10737639344225,0.018892562258650117,0.7203426786829775,0.0
2020-05-04,2020-05-08,0.008088840437818072,0.008650060536649197,5.377642775528102e-17,0.9768970412556606,0.006364057769871992
2020-05-11,2020-05-15,0.38525391186391605,0.0,0.10773143583737553,0.07315415412950632,0.43386049816920214
2020-05-18,2020-05-22,0.13405152627890557,0.27387392166596924,0.4762528821463966,0.0,0.11582166990872862
2020-05-26,2020-05-29,0.4023506270668337,0.35089757987027204,0.1647114113208314,0.07938408118188303,0.0026563005601799774
2020-06-01,2020-06-05,0.25974232603402236,0.019934548120852234,0.2765052277454455,0.23756189567458985,0.2062560024250901
2020-06-08,2020-06-12,0.18340952232723745,0.014999942893223763,0.360550562136228,0.02069669105107574,0.42034328159223516
2020-06-15,2020-06-19,0.02049222099653275,0.16199100244881207,0.0077442428552018695,0.11648431575978298,0.6932882179396704
2020-06-22,2020-06-26,7.447602459741818e-17,0.01450686874349967,0.023504737334053834,0.11225242302827874,0.8497359708941677
2020-06-29,2020-07-02,0.0603987038579474,0.08360386022270214,0.10251422297612565,0.544743163712572,0.20874004923065276
2020-07-06,2020-07-10,0.41998240214802807,0.004330432797352701,0.02685777693763384,0.36682797279711593,0.1820014153198694
2020-07-13,2020-07-17,0.2400237065868639,0.07618842297810424,0.21017566702292242,0.4736122034121096,
2020-07-20,2020-07-24,0.46834266043526,0.0763823414554049,0.4163134381481691,0.038961559961166015,
2020-07-27,2020-07-31,0.01223969200690923,0.0398441822205366,0.14732153395002326,0.7812445793367611,0.019350012485769712
2020-08-03,2020-08-07,0.2820874832288589,0.4916560505107998,0.07303111640202994,0.13457244978104482,0.01865290007726637
2020-08-10,2020-08-14,0.27803045910671303,0.26231949604953686,0.4596500448437501,,
2020-08-17,2020-08-21,0.3295816870048212,0.04526903940928594,0.04412745425465517,6.044427111606687e-18,0.5810218193312378
2020-08-24,2020-08-28,0.03318442530825671,0.37316167094518954,0.05564907934634091,0.04193735487893927,0.4960674695212736
2020-08-31,2020-09-04,0.06713719674758402,0.3174056959981054,0.0,0.06944216466763237,0.5460149425866783
2020-09-08,2020-09-11,0.022356007215404806,0.36143951596468554,8.666204625737043e-05,0.2864684926726335,0.3296493221010188
2020-09-14,2020-09-18,0.5621442870545917,0.005565256218056247,0.05219451999074904,0.36372869323067897,0.016367243505924126
2020-09-21,2020-09-25,0.0,0.005081453570374159,0.9796576539060969,1.4814177704349432e-18,0.015260892523528895
2020-09-28,2020-10-02,0.7921979900158456,0.17199170257462934,0.008696092356452297,0.018757147601242093,0.008357067451830695
2020-10-05,2020-10-09,0.0022321569058174496,0.9760859630739237,0.01057121113303457,0.006813239876029959,0.004297429011194334
2020-10-12,2020-10-16,0.3961813281917524,0.012004643524869414,0.0361686419240675,0.14619345415348847,0.40945193220582227
2020-10-19,2020-10-23,0.5365616062510641,0.01158099491870696,0.005148004091713898,0.0,0.44670939473851523
2020-10-26,2020-10-30,0.04913252459821858,0.7051654269514357,0.04920468770145426,0.14694419574228587,0.049553165006605455
2020-11-02,2020-11-06,0.14677882617048651,4.925193776818254e-18,0.4134726308034108,0.20573870643180653,0.23400983659429614
2020-11-09,2020-11-13,0.04463548905064292,0.48801450151346587,0.055515758129613416,0.41183425130627777,
2020-11-16,2020-11-20,0.251253281339681,0.24639570312794673,0.2514413324821704,0.2509096830502016,2.8102520310824275e-16
2020-11-23,2020-11-27,0.0,0.8105364998314452,0.11521435440154365,0.00014844060398813572,0.07410070516302295
2020-11-30,2020-12-04,0.46527444715112254,0.14275698294456088,0.297629398275648,0.07525137648520736,0.019087795143461206
2020-12-07,2020-12-11,0.024047216493894758,0.39411815817611284,0.4870231791677447,0.07316895846317124,0.021642487699076472
2020-12-14,2020-12-18,0.29469124929528717,0.6168195365619494,0.08848921414276334,1.4907779871675686e-19,
2020-12-21,2020-12-24,0.12218292354628342,0.6214114933267998,0.19305707665842975,0.0,0.06334850646848708
2020-12-28,2020-12-31,0.8644889659370258,0.13551103406297418,0.0,2.6291902682773483e-17,0.0
