Year,Weighting,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Equal,0.09220013725472534,0.04624912898358156,1.993554025362432,2.3330462084351784,-0.00353981043776687,9.854577136843867,-0.0026231238885959596,-0.006815098372418513,-0.0155546689443297,0.0147733380346032,-0.04181752783381867,2.2048203715228056,2020-03-20,2020-03-27,2020-06-22 00:00:00
2020,Empirical,0.13154143820915054,0.07728867641502289,1.7019496815135307,2.2491187846105234,1.6469015000349239,15.638546858466547,-0.005438321970954423,-0.010728870672399173,-0.018451703054226297,0.03402566035423929,-0.04181752783381848,3.1456053244441424,2020-03-20,2020-03-27,2020-05-08 00:00:00
2020,LedoitWolf,0.14427963337894883,0.0700759954338342,2.058902374282756,2.7872441645332198,1.7862622560352865,18.2885426090269,-0.004250676679260311,-0.00937262659072305,-0.0184517030542263,0.0340256603542393,-0.04181752783381852,3.4502191031548146,2020-03-20,2020-03-27,2020-06-12 00:00:00
2020,MarcenkoPastur,0.13252194877925588,0.07729925066106784,1.7144014676199344,2.264448631895156,1.6483250469680004,15.641025675385151,-0.005437043171250777,-0.010726434483999465,-0.0184517030542263,0.0340256603542393,-0.04181752783381854,3.169052683025493,2020-03-20,2020-03-27,2020-05-08 00:00:00
2021,Equal,-0.0012633338892681792,0.023946784809846265,-0.05275588766090764,-0.07229083333094798,-0.3722106081876573,3.331280673672957,-0.002084597864663021,-0.0037354360886446693,-0.007087094823231841,0.0058404119986855,-0.020053023072348047,0.06299967265335885,2021-01-21,2021-06-04,Not yet recovered
2021,Empirical,0.0300955706598365,0.03524191839230355,0.8539708402028717,1.1292509341896384,-0.4695483484699149,4.02691804698577,-0.0031448313878436533,-0.0051645831173383035,-0.0102383542923389,0.007461973270527934,-0.026858704180401094,1.1205146181920929,2021-10-05,2021-11-15,Not yet recovered
2021,LedoitWolf,0.0039375345806368775,0.026899248099432796,0.14638084180203925,0.18868088310755043,-0.9736575035752366,5.944695674505879,-0.0021308165515645967,-0.004183173644492233,-0.010110173853011072,0.0050663479072691935,-0.025075826246563158,0.1570251182122682,2021-09-22,2021-11-15,Not yet recovered
2021,MarcenkoPastur,0.029579701582664045,0.03522808116688853,0.839662581749315,1.1105163725560545,-0.4671006017258391,4.0309738081361015,-0.0031304730375132797,-0.005155979318932159,-0.0102383542923389,0.00746684368650352,-0.026851387394202036,1.1016079410872872,2021-10-05,2021-11-15,Not yet recovered
2022,Equal,1.704026006731208,1.8088053460077482,0.9420726284849827,2.954958827663941,13.11579447146203,191.50179291899397,-0.00299855864147264,-0.047166955315663624,-0.32114224889728893,1.6704009311206371,-0.47040856042092133,3.622438344247916,2022-03-28,2022-03-30,2022-04-01 00:00:00
2022,Empirical,0.17132281897002952,0.19735205930319988,0.8681075818257331,1.3582490418617428,4.5511751632909405,58.876873633221834,-0.004940971207087268,-0.017117302755610783,-0.08029939429039433,0.1278367764677665,-0.08037423433150856,2.131563932085472,2022-03-17,2022-03-28,2022-03-30 00:00:00
2022,LedoitWolf,1.672324123246626,1.809066401974848,0.9244127918251377,2.9760911913886687,13.11340165492786,191.44840214525945,-0.003822253073645971,-0.04794381354860153,-0.32114224889728893,1.6704009311206371,-0.4704085604209214,3.555046110874834,2022-03-28,2022-03-30,2022-04-01 00:00:00
2022,MarcenkoPastur,0.17122457464752394,0.19736105618053684,0.8675702185688323,1.3573841374462838,4.551138019797092,58.87326237196835,-0.004946577866057766,-0.017116423267365257,-0.08030097315419828,0.12783931716324795,-0.08037731895398978,2.1302598404101745,2022-03-17,2022-03-28,2022-03-30 00:00:00
