Year,Weighting,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Equal,0.018610510866479888,0.0095520287324898,1.9483307041549207,2.423092450278202,0.19456134792331511,11.587513452900483,-0.0005755489790869142,-0.0013558043043683265,-0.003106109649602,0.00378579494295042,-0.008404756107241371,2.2142832735438263,2020-03-20,2020-03-27,2020-06-12 00:00:00
2020,Empirical,0.021065096213909774,0.017491990921185658,1.2042709322697225,1.713322567345921,2.293644566022728,23.729918182000834,-0.0010996521503915404,-0.0023709228724671638,-0.004027464996752599,0.009448228976925698,-0.011961366613725518,1.7610944379664646,2020-03-30,2020-09-15,2020-12-21 00:00:00
2020,LedoitWolf,0.021516317603566596,0.017099617296143784,1.2582923483567579,1.7141709862009051,2.4926663186298974,26.607566864645587,-0.000983873624693519,-0.002308596051994707,-0.0040274649967526,0.0094482289769257,-0.008404756107241194,2.560016891510869,2020-03-20,2020-03-27,2020-03-30 00:00:00
2020,MarcenkoPastur,0.021449702190468517,0.01749379854710114,1.2261317707938795,1.743477859357853,2.2957510185676417,23.727357012291844,-0.001100323208956188,-0.002370144533007985,-0.0040274649967526,0.0094482289769257,-0.011600698434081574,1.84900092975882,2020-03-30,2020-09-15,2020-12-21 00:00:00
2021,Equal,0.010409489197706406,0.0048474944704518215,2.147395785834938,3.490791233172864,0.5024274429300986,3.7555920693704756,-0.00044407886485085097,-0.000612247548274812,-0.00103733893044658,0.0016793758653822,-0.0020382194819975044,5.107148317267998,2021-10-13,2021-11-30,2021-12-08 00:00:00
2021,Empirical,0.015543375462371474,0.008173537938210133,1.9016704369485329,3.037985767720287,0.43322872482394326,3.4463697639615205,-0.0006228249364826497,-0.0010355528979485525,-0.0021421273385807,0.0023698931746991,-0.004978178855858921,3.122301530825506,2021-10-11,2021-12-13,Not yet recovered
2021,LedoitWolf,0.006029720859044054,0.006336777664757853,0.9515436990283717,1.40510521598072,0.1921777948202419,6.13837951028697,-0.00048282570291612996,-0.0008723032508953574,-0.001951135661366072,0.0021885535399359204,-0.004177203895688202,1.4434825327219625,2021-09-22,2021-12-13,Not yet recovered
2021,MarcenkoPastur,0.01547629382774501,0.008163039629082854,1.8958984068393927,3.025772706083248,0.4336194738775087,3.470755970418409,-0.0006228206479561115,-0.0010349794505259654,-0.0021421273385807,0.0023698931746991,-0.004976606628221916,3.109808547048958,2021-10-11,2021-12-13,Not yet recovered
2022,Equal,0.14031444588469968,0.3557795321676195,0.39438594184949605,0.5296840441645666,6.728139343169004,103.81595736462296,-0.0005946232332142046,-0.022096327821621266,-0.1472756752900607,0.273842685394318,-0.25582575516210027,0.5484766215027548,2022-01-28,2022-03-30,2022-04-01 00:00:00
2022,Empirical,0.006367226630665339,0.13406887564020797,0.047492205780502374,0.03707728024640878,-9.14154301042763,146.91663639525524,-0.0011120958921078876,-0.01022381378903452,-0.11429091660839348,0.0525763602215642,-0.11445426059741586,0.05563118924040385,2022-03-17,2022-03-28,Not yet recovered
2022,LedoitWolf,0.13250846631758512,0.35581990594734386,0.3724031851584898,0.47794379085458427,6.730001393740313,103.80528650286294,-0.0007138367943719011,-0.022341950439856876,-0.1472756752900607,0.273842685394318,-0.2559636143901294,0.5176847757573116,2022-01-28,2022-03-30,2022-04-01 00:00:00
2022,MarcenkoPastur,0.006356995898259961,0.13407153996805554,0.04741495398482486,0.03701698543187444,-9.14150892512829,146.91627498170246,-0.0011121488387085324,-0.0102228718811842,-0.11429315042519171,0.05257738735962125,-0.11445598108886394,0.05554096725905806,2022-03-17,2022-03-28,Not yet recovered
