time,1min,2min,3min,4min,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
2022-01-18,0.00011414814711486958,-6.541471553322491e-05,0.00013670823237487542,3.321479289470573e-05,0.0002331785435048439,0.00015379191482546074,-2.5462879678487552e-05,0.000306421088174098,3.014258910299183e-05,-9.596649704086995e-05,8.22120767056571e-05,0.00011737536290192278,0.0002965770060856002,4.844594265819128e-05,0.00018682952994150003
2022-01-19,-0.00034104230954962883,-0.0007522243067383599,-0.00042588020378824004,-0.0006646640106072801,-0.0007172596722102801,-0.0006497916496591,-0.0010116949033938246,-0.00063340642465708,-0.00044047378801526007,-0.00069615943555888,-0.0007276177025364619,-0.0002756896955587201,-0.0006385014611207893,-0.0002599352811183162,-0.00044275661103428
2022-01-20,0.00019310708427778246,5.6779774432115495e-05,0.0008437261408295399,0.00032972205193598,1.8435684794040028e-05,0.0001742811283207764,0.0010113554227287398,0.00111580523359764,0.00121367285114894,0.0002478862096902684,0.00115284538111516,0.00102827180170576,0.00014200859442334025,0.00111770035645676,0.0005727381393841426
2022-01-21,-0.00015549112153054003,0.00010042399292502152,0.0001048287580841,-0.00010893361606340328,1.3937230490599967e-05,1.0969386926292045e-05,0.00011220866078732318,-9.673611708677414e-05,-9.426134715344967e-05,0.00014720082231097406,-8.469902907990866e-05,0.00015338397628773213,-5.302065049906232e-05,-0.00031402277762295844,-2.051634294007708e-05
2022-01-24,5.525591537959996e-06,0.00012229431807993992,0.000304256158085,0.0007778824905368773,0.0005520724305933,0.00012709336846281616,0.0007578336674301,0.0004333368892163199,0.00071217919625044,0.0005395413876303703,0.0008348809435743471,0.00013981236470250678,0.0007955889200833765,0.000405823161032281,0.00024828559008634003
2022-01-25,0.0002644457083461515,0.00010072596275264205,0.0003972659243581996,0.0003477555110023259,0.0008103210334009599,0.00098208213849746,0.00065626320929096,0.00114877366457288,0.0007843500171589454,0.00132980445893792,0.00144486281280428,0.0016760030464618436,0.0011143623645855,0.00103736301921338,0.0008690560488235199
2022-01-26,9.166190781638178e-06,-0.00013624899673456,0.00018245726290114922,0.00020726749470877998,0.0001842082126436,-0.00010545603614565946,0.00024918270871727007,-6.30125864798356e-05,-3.451169053056114e-05,0.0003621550469707821,-0.00011394434058236788,-4.8128926063581434e-05,0.00020471378527234414,1.7073087706302552e-05,-0.0001576372014170956
2022-01-27,6.744126656625051e-05,-0.0001637207755765,-0.00023807482394852942,-0.00010942584026756,-0.00031233862951252,-0.00045674128721898377,-0.00038250996287588005,2.5805898786919945e-05,-0.0006773051308160034,5.066231697027382e-05,-0.0004009823380272799,0.00025532689181331997,-0.000227135431763758,0.00011383031616249367,-0.00013533612601233962
2022-01-28,0.00032674159158216,0.00038578779475360414,0.0003435460331844548,0.00043650002056295985,0.00038816765325924,0.00064538143158272,0.00044697780814137867,0.00029377568330155984,0.00064599242341604,0.00050022331547596,0.00057772085424514,0.0002322691164363,0.0005819910777192902,0.0004379437295529601,0.00042001334944254625
2022-01-31,-0.001279737365088118,-0.0015600765229852602,-1.5417014205414905e-05,-0.0001310273927932559,-0.00015563902485190935,-0.0003082647788661705,-4.736846090375857e-06,-0.0002635777337159,0.00012178537588160518,-9.251828858966002e-05,0.0009179029797119749,0.00017641715666467223,-0.00039550408462234133,-0.00010555999271461526,3.8177150897600425e-06
