start_date,end_date,pair1,pair2,pair3,pair4,pair5
2021-01-19,2021-01-22,2.200290594024853e-10,0.0,0.2609920592987832,0.1698124554844812,0.5691957165255807
2021-01-25,2021-01-29,0.0,0.06650780166250571,3.9614293184323735e-17,0.5631944493355242,0.3702977490019701
2021-02-01,2021-02-05,0.09426153783401692,5.0306980803327406e-17,0.0,0.7605518697455124,0.14518659242047313
2021-02-08,2021-02-12,3.469446951953614e-17,0.6477786892009852,0.35222131079901486,,
2021-02-16,2021-02-19,0.19128192428480095,0.10456834162441365,0.3974505411076707,0.20162606830507332,0.10507312467804132
2021-02-22,2021-02-26,0.2646786644583922,8.673617379884035e-18,0.27063281514317933,0.46468852039842845,0.0
2021-03-01,2021-03-05,0.0,0.17586638550042383,0.23704360686625628,0.3990624722484769,0.18802753538484301
2021-03-08,2021-03-12,0.006086699506235856,0.28132429079887106,0.24123309298978315,0.324087341290818,0.14726857541429197
2021-03-15,2021-03-19,0.06729232528138297,0.09581121446389662,0.5703237243006811,0.1903989362548887,0.07617379969915063
2021-03-22,2021-03-26,0.3699322610962407,0.039395180507559024,0.2955131267528348,0.06913731271841726,0.22602211892494814
2021-03-29,2021-04-01,0.2129520599331117,0.16401369352240003,0.19824287718810205,0.2392601988274771,0.1855311705289092
2021-04-05,2021-04-09,0.26268545338897537,0.6827224486322744,1.1885566315872342e-17,0.05374370447910335,0.0008483934996469094
2021-04-12,2021-04-16,0.15418510696487092,0.19242951471807132,0.31400098973828927,0.2560927801926191,0.08329160838614949
2021-04-19,2021-04-23,0.3085844533753203,0.12829170523948247,0.2581002836404992,0.1918856545264427,0.11313790321825531
2021-04-26,2021-04-30,0.08061710333572995,0.23141944630882857,0.15787014206757358,0.29094136770312906,0.23915194058473882
2021-05-03,2021-05-07,0.0,3.50630441847785e-17,0.8087854531526454,0.01723823528931617,0.17397631155803844
2021-05-10,2021-05-14,0.10206359327932307,6.938893903907228e-18,0.897936406720677,4.336808689942018e-19,
2021-05-17,2021-05-21,0.6591412359305188,2.4025638050273982e-17,0.0595554170148289,0.18746277878981663,0.09384056826483565
2021-05-24,2021-05-28,0.5,0.5,,,
2021-06-01,2021-06-04,0.2,0.2,0.2,0.2,0.2
2021-06-07,2021-06-11,0.2,0.2,0.2,0.2,0.2
2021-06-14,2021-06-18,9.793915464358504e-18,0.7901254651945923,3.7393841857218546e-18,0.03365168993765613,0.17622284486775164
2021-06-21,2021-06-25,0.8043388391531668,0.0,0.19566116084683316,3.469446951953614e-18,2.42861286636753e-17
2021-06-28,2021-07-02,0.2540909977987286,0.3961961522478838,0.3334365607149698,0.01627628923841782,2.355884304124747e-18
2021-07-06,2021-07-09,0.1630361455162965,0.16082358851821676,0.11979109238114961,0.3438546808401182,0.21249449274421892
2021-07-12,2021-07-16,0.37874830775813767,2.688821387764051e-17,4.0549161250957866e-17,0.19722115579883512,0.42403053644302724
2021-07-19,2021-07-23,0.2,0.2,0.2,0.2,0.2
2021-07-26,2021-07-30,0.2,0.2,0.2,0.2,0.2
2021-08-02,2021-08-06,0.3646709536718777,0.22016662690730607,0.0,0.0,0.4151624194208163
2021-08-09,2021-08-13,0.22775236345147207,0.5582507061126678,0.16849399205130206,0.04550293838455798,
2021-08-16,2021-08-20,0.2,0.2,0.2,0.2,0.2
2021-08-23,2021-08-27,0.1640649963549587,0.25867944267553067,0.13046559648534972,0.13238871836168678,0.31440124612247417
2021-08-30,2021-09-03,0.06144300489713133,0.07773149200445126,0.31720996023648695,0.032416576730306734,0.5111989661316237
2021-09-07,2021-09-10,0.28745804431582456,7.56683881507493e-18,0.3757784932168947,0.24575115487120786,0.09101230759607293
2021-09-13,2021-09-17,0.2,0.2,0.2,0.2,0.2
2021-09-20,2021-09-24,0.2,0.2,0.2,0.2,0.2
2021-09-27,2021-10-01,0.3030769156639501,0.0,0.31451923096364753,0.2439255518069534,0.138478301565449
2021-10-04,2021-10-08,0.06537921433624133,0.09173575521231032,0.09520193957795495,0.050265907112729186,0.6974171837607642
2021-10-11,2021-10-15,0.9999999999999999,2.0816681711721685e-17,,,
2021-10-18,2021-10-22,0.5,0.5,,,
2021-10-25,2021-10-29,0.2,0.2,0.2,0.2,0.2
2021-11-01,2021-11-05,0.4072952309665907,0.3884298339157569,0.09652860602277967,2.168404344971009e-17,0.10774632909487267
2021-11-08,2021-11-12,0.15765961037612763,0.35683815505988525,0.09342806744066368,0.1993256220472171,0.1927485450761064
2021-11-15,2021-11-19,0.1007990509080052,0.009212523809637878,0.0,0.6950635041221478,0.19492492116020912
2021-11-22,2021-11-26,0.4851599161624203,0.0,0.02251919734733518,0.15262109469810417,0.3396997917921404
2021-11-29,2021-12-03,0.25725002578645556,0.03806879455651568,0.4115542874282058,0.29312689222882293,
2021-12-06,2021-12-10,0.13249260743122088,0.43458762885988983,0.0,0.276757662733366,0.15616210097552338
2021-12-13,2021-12-17,0.000837463931806802,0.4993415201056389,0.2776076621010518,0.11626566273241874,0.10594769112908356
2021-12-20,2021-12-23,0.21038600106603073,0.06468728894829943,0.2819929440773351,0.2228398086184712,0.2200939572898635
2021-12-27,2021-12-31,0.25168872365366274,0.3143467327159533,0.32801672188060876,1.6888989652709696e-13,0.10594782175045069
