Year,Weighting,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Equal,1.893812045712345,5.964524253775317,0.3175126741271333,0.33851098682363295,-0.904918382602458,58.32573546456504,-0.0756345681479322,-0.6212386179869376,-3.6626479058561436,3.105435316957932,-1.0004397270226877,1.8929796514062238,2020-01-14,2020-01-16,Not yet recovered
2020,Empirical,-9.536919367548936,9.721790504038347,-0.9809838386856189,-0.8014220548067053,-5.10331822117567,48.47359106501527,-0.1170929835287416,-1.4155804959611986,-5.0121539027464,3.4404413874664668,-4.888238404746352,1.950993093603789,2020-01-16,2020-03-12,2020-08-24 00:00:00
2020,LedoitWolf,-7.856744359652785,11.41432535810688,-0.6883231477252951,-0.5788400322664143,-4.556840411657776,38.018079136734265,-0.10085477311932285,-1.655408207888251,-5.46630038803584,3.4404413874664668,-13.665661306192424,0.5749260268943296,2020-01-16,2020-08-06,2020-08-24 00:00:00
2020,MarcenkoPastur,-9.534589619713543,9.720900713905019,-0.9808339679958904,-0.8012959215958407,-5.1039883677431135,48.48788371745875,-0.11708894959594535,-1.415649802431549,-5.0121539027464,3.4404413874664668,-4.888377458072379,1.9504610070502395,2020-01-16,2020-03-12,2020-08-24 00:00:00
2021,Equal,47.736594977859575,26.20334291454937,1.821774997699011,149.7341096938716,12.366555443741557,168.22113199165594,-0.049948770526898036,-0.056709515291457444,-0.08300789198354093,23.51016925607691,-0.1604766803015074,297.46748803733306,2021-04-07,2021-09-16,2021-09-20 00:00:00
2021,Empirical,36.60533857274339,22.64275332723915,1.6166469706096787,53.77058704076405,10.980355580082145,121.47655790105263,-0.08394782956251781,-0.13035055908386053,-0.22073332953336827,17.122660276239017,-0.22992114451215429,159.20823050186377,2021-04-22,2021-09-16,2021-09-20 00:00:00
2021,LedoitWolf,34.16071206432804,21.86084541154185,1.562643686519655,69.31251264417502,11.902208087238282,147.64454606301933,-0.056970223532705866,-0.0881888723196215,-0.13870083019197557,18.54673325476369,-0.16106610240709623,212.09125665676373,2021-04-01,2021-06-02,2021-09-20 00:00:00
2021,MarcenkoPastur,36.4723442736572,22.56135781466026,1.6165846299355995,53.64676450752112,10.984194344171193,121.59153581629559,-0.0839034314129766,-0.13032605217619328,-0.22097316125927688,17.079204926760838,-0.2297216176621157,158.76757548913952,2021-04-22,2021-09-16,2021-09-20 00:00:00
2022,Equal,16.117315653806536,15.499742340048314,1.039844101934684,42.46388539297934,15.520122989149437,241.24417400431042,-0.05276289983554867,-0.0718804871238181,-0.10178193675867497,15.178608950167249,-0.2763723291004231,58.317399959205474,2022-01-25,2022-07-27,2022-08-08 00:00:00
2022,Empirical,-0.4683139545847783,0.8351535080679372,-0.5607519456730611,-0.6475354744601556,0.2956404361011054,10.689738661281446,-0.08081431698584272,-0.13867294339358402,-0.2784745174002752,0.30735988534329883,-0.6142113297279761,0.7624638815962361,2022-01-26,2022-11-21,Not yet recovered
2022,LedoitWolf,-0.38335959693901406,0.6047492066450461,-0.6339150059671342,-0.7674916163204308,0.07802625351907377,4.809582343913226,-0.0612979090183985,-0.09539546166432046,-0.15826148639670634,0.17412998876922625,-0.44894172726441256,0.8539183899767626,2022-01-25,2022-09-29,Not yet recovered
2022,MarcenkoPastur,-0.4687754592332405,0.8347180377118165,-0.5615973754661854,-0.6484545599213221,0.296952384635493,10.755399171088051,-0.08047823596627339,-0.1385772350717019,-0.27891437655992185,0.30784770874167194,-0.6141492749072864,0.7632923759520974,2022-01-26,2022-11-21,Not yet recovered
