time,1min,2min,3min,4min,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
2022-01-18,0.0005109338199960625,0.0007678451526130314,0.0008339001859454749,0.0006668358983900201,0.0010036026613514,0.00110338053824712,0.0006550226422123,0.00078851684725922,0.00085203785750514,0.0006053890998520999,0.0008191730938056713,0.0007671604824438431,0.0009341433828071201,0.00069812497636306,0.0007191695347931154
2022-01-19,-0.00034473607572162,-0.00069377217357624,-0.0007886505360633599,-0.0007689622529563777,-0.0009441546345847001,-0.0009152419790797999,-0.0008554300332232264,-0.0009085925140019524,-0.0007719167786717371,-0.00061236887220282,-0.0009645219928274398,-0.0009747330705499801,-0.000959922490411386,-0.000730378456762373,-0.00102988734516598
2022-01-20,0.00035116805120526,0.00076638999695788,0.00066180775390068,0.00060529713978072,0.0004326060131442064,0.0004258804776244945,0.00150045705051414,0.0014748347107018402,0.0013269789300737601,0.00017294222967075319,0.0012253541478993984,0.0014546396408528,0.000772126415791026,0.0017262721633183997,0.0011672831643253598
2022-01-21,-5.784250390046431e-05,-0.00031766193663293024,-5.802611817398002e-05,-1.4155475521960008e-05,0.0003123125538660801,0.00025336588281989994,-0.00012033717301222001,0.00026250607095699996,-0.0001399988109854145,0.0004525224044564201,0.00018674461423638,0.00017626933875125998,0.00018341170257936,-0.00022314979402865998,0.00053022027485968
2022-01-24,0.000592861562163929,0.00099272907594436,0.0009707213299683037,0.00091564314042026,0.0010305952873661001,0.0012306629445416402,0.00105417124911872,0.0014447040993357,0.0011258306364616603,0.00135959590806158,0.0010558019425446238,0.0013936253777072,0.0011292794965227847,0.00117404564630548,0.0012442365959986399
2022-01-25,0.00022586492388871837,0.00051125614325054,0.0006569456803112199,0.0004217607674655619,0.00041339999766090376,0.00046990340217956263,0.00027840685205628504,0.00057910680368858,0.00062169878588446,0.0005499967080889883,0.00104806989008508,0.00035349851886126,0.0005372119650860337,0.0004149214455569135,0.00040898178624208006
2022-01-26,-0.00010096946876371539,-0.00019314010625797492,0.00016275524014538003,0.000219523649987759,3.222656324119997e-05,-0.00011581289003973051,0.00022808272111226002,0.00025469201003063067,2.1520982988546173e-05,0.0003470940801771062,0.00047912901591419993,4.6012380198419994e-05,-5.4743550763140025e-05,0.00023585957247652004,0.00015650513342928003
2022-01-27,-0.00017084602264783995,-0.00014308918967028002,3.310171612462e-05,0.00010009142077207892,-0.00023195685732416006,-0.00017294465480662,0.00012236284454724002,-0.00016899042920306002,-0.00039110561234718,-9.51177605564024e-06,-0.00032933522755128005,-0.00040540980470302006,4.989329991486004e-05,-0.00018609896969721995,-0.00011738869375616
2022-01-28,0.00024081913886441747,0.00032239668107097454,2.7677673928844282e-05,0.00013097067812094,0.00040037470694426,0.0006560283715626927,1.4432613421497784e-05,0.00034764304697461085,0.00035743616804942,-0.0003386811331993975,0.00016923243217381993,0.00044792260252390003,0.00019484824875026,0.00044285704021391993,0.0005468419353300395
2022-01-31,-0.002761315683138503,-0.0029261315880986004,-0.0003753521521743091,-0.00077410168814784,-0.00062282829036408,-0.00026187407685950004,-0.00047644382101040463,-0.0003245678728496,-0.0008136443976184399,-0.00036121376653317654,0.0020862094813252,-4.5910042948220005e-05,-0.0006374194355250799,0.00011193928271947998,-0.00030724355634904004
2022-02-01,-2.2926133371096404e-05,-0.00041603620931136,-0.002954506691924698,-0.00284837320187362,-0.002574965395312157,-0.0031022503046758024,-0.0029316516829524892,-0.00266943622519752,-0.00252201570519698,-0.0029523133037015403,-0.00496508544427482,-0.00348355682742848,-0.0031278355277865,-0.0033790058006093514,-0.00289236781928804
2022-02-02,0.00016816590831707245,0.000387578222369232,3.820797004837999e-05,0.00017985802640128125,5.601249873601469e-05,0.00036670992817812003,0.0001312141769662777,0.000609456214450782,0.0004531028650193116,0.0003967330373844401,0.0004227804647844516,0.00066296813808016,0.0003996933867062423,0.00050135462752618,0.00028978687168107996
2022-02-03,8.592852644848685e-05,0.0001645913053846777,0.00020784130192308788,8.412681210394002e-05,-2.3864332402002388e-05,0.00012270730976976247,0.000404882041088523,0.00018303464535808001,-0.00032455046933498,-0.0003684866671117,-5.6333811655799975e-05,7.161292997516009e-05,-1.738571430402636e-05,-0.00029675724681610464,-0.0005052656239488201
2022-02-04,0.00019062374606994184,7.323697526726003e-05,0.0004921218055108329,0.000377439880925084,0.00052649459624604,0.00042740506874728597,0.00045253595632828306,0.00052167255654622,0.0005424790426718696,0.0005214488202210399,0.0005425348515937999,0.00041198147844843995,0.0005435109172657554,0.00027199326127118,0.00066398176092576
2022-02-07,-2.335343334572642e-05,7.659103652702e-05,0.00022645717694924446,0.00017030887145808,0.0005430840600335483,0.00025910043456791373,0.0003095472587002823,0.0003543720218867301,0.0003822314522395955,0.0004923656349167655,0.00046063612500304334,0.0003529186407887002,0.00030064426865518624,0.0003963288027524608,0.00018724572033908
2022-02-08,-5.9776430930787614e-05,-5.070964115431197e-05,-0.00026431336637884004,-0.00026020997495263996,-0.0001552817206863,-0.00027262197567743437,-0.0003151173373852192,-0.0002237128285820423,-7.027887602215998e-05,8.709286449082002e-05,-0.00038868620762944,-0.00019813797316971154,-0.00026990432364656003,-8.953005770267957e-05,-0.00041208123504324
2022-02-09,-5.6612374530441646e-05,0.0002191648187041,0.0003029009343825599,0.00024896298396353997,0.00027333814234180005,5.7875519008128525e-05,0.00019756774520324002,0.00011680156059372385,0.00033910400628650003,0.00020149347588801822,0.00019886474760785785,0.00027378976277204006,0.00039125514406403996,0.0002614973955773525,0.0003736218754527899
2022-02-10,2.7959764736535915e-05,-0.0002432470506524026,-0.0001567016251268137,-0.0004366400155856186,-0.0006294947505345399,-0.0005331388580690399,-0.000379240934760813,-0.0003903337739689399,-0.0003808779225073142,-0.0007513965472026199,-0.0005339678566310714,-0.00041852970733824,-0.0005497314240708309,-0.00075502070152492,-0.00041853172164394575
2022-02-11,-0.00021611142192208264,-0.00026403287812154,-0.0003175795167803067,4.821048027008e-05,-2.255460236841785e-05,8.00579927744279e-06,1.608099220460268e-05,-0.00011414720349864,0.0001104230197587227,-2.570035011997561e-05,-0.00017951470415105097,-0.00016793062439116993,-0.00019248659166268392,-0.00015783496712009671,-0.0003511504416192863
2022-02-14,0.00018458598356204002,0.00024268639847273998,0.00013260594673544,0.00017120388629404,0.00012515902057700002,0.00022811015367104,0.00013269079154788,0.00015658710456212195,0.00020827091459708216,0.00014634628178339997,0.00030020317027650717,0.00017161049590519093,0.00016676772338691757,0.00016282114595702002,0.00027252837649108
2022-02-15,-7.976606639065568e-05,-0.0002545544754216244,-0.00023166532428823883,-0.00019306222037394,-0.0001125083173394372,-6.897550110420531e-05,-0.00017243407088226806,0.00011787669356543752,-0.00013850715826432548,-0.0003022221521517868,-0.00010037500810056044,-9.984898554145335e-05,-7.873393157868438e-05,-0.00010245227682226879,-0.000215106351598704
