Year,Weighting,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Equal,-0.06585586843386712,0.13055685706882558,-0.5044228998186585,-0.6310449319568509,-0.021624174910727562,10.335080660855137,-0.010090085508249141,-0.01862654099496092,-0.0479770476998856,0.0507908788940525,-0.08501916595739384,0.7746002644494285,2020-03-06,2020-11-24,Not yet recovered
2020,Empirical,-0.054929019448037575,0.20820644455111637,-0.26381997716959266,-0.2886843258072244,0.08366103045502278,5.669999055208727,-0.02293658621500546,-0.03442926957635783,-0.050803104072450776,0.05392372737975102,-0.09174793943624192,0.5986948566426302,2020-03-10,2020-10-20,Not yet recovered
2020,LedoitWolf,-0.06920183749114793,0.17541689527013704,-0.3944992720603056,-0.45130683523593934,0.05309873334203911,6.733314531257127,-0.019218756420013163,-0.02827463643237769,-0.0479770476998856,0.0507908788940525,-0.088887591805091,0.7785320322648727,2020-03-12,2020-12-29,Not yet recovered
2020,MarcenkoPastur,-0.05509064687331803,0.2077191064737159,-0.2652170414582879,-0.2901210516495738,0.08338465071221564,5.729493662096626,-0.02293035652407456,-0.03426028510720388,-0.0508031040735171,0.05392372738087896,-0.09161212644342824,0.6013466667792857,2020-03-10,2020-10-20,Not yet recovered
2021,Equal,-0.07640444794402124,0.09350175559094026,-0.8171445280480312,-1.112279439179964,0.1084585135751867,1.2536547806936769,-0.010157217067969567,-0.012611467214452131,-0.021145173458372822,0.01950502025225262,-0.08610541054090665,0.8873362018025951,2021-01-21,2021-12-13,Not yet recovered
2021,Empirical,-0.11338085522688447,0.18963254013369227,-0.5978976769859761,-0.6463885307431618,-0.26778813189055334,6.643714419566064,-0.023248413152340806,-0.034318312981795225,-0.050232027462681045,0.05238957230037616,-0.1417423571827062,0.7999080689813582,2021-02-26,2021-12-13,Not yet recovered
2021,LedoitWolf,-0.07827880888572196,0.10848625576377009,-0.7215550793473309,-0.8234908667098149,-0.179981373356607,3.887528866361593,-0.011438913697241326,-0.01789768374856238,-0.025752341672979687,0.026695862439195688,-0.10232918663854977,0.7649704982237445,2021-03-02,2021-12-13,Not yet recovered
2021,MarcenkoPastur,-0.11350498301598562,0.18962165379758733,-0.5985866104571956,-0.646775432807979,-0.268422816720273,6.660979689119439,-0.023250130511941452,-0.03432609945335686,-0.050286494531907824,0.05238957230038871,-0.14185365429985872,0.8001555093959865,2021-02-26,2021-12-13,Not yet recovered
2022,Equal,0.28290262705544966,0.36552156710871825,0.7739697257625978,2.120517167667031,10.786467446288572,146.9307839336854,-0.01323740332682996,-0.023170196437387665,-0.07238085711611446,0.31581261494464835,-0.09750681136471934,2.901362716059564,2022-01-20,2022-03-30,2022-04-01 00:00:00
2022,Empirical,-0.02964495597103631,0.21119107640611515,-0.14037030577006865,-0.16563642637067116,0.3730067331028326,11.19381007197435,-0.02364609596406057,-0.030966199680544072,-0.0760087445223608,0.0823620763563175,-0.09383595546289965,0.3159232068858421,2022-03-22,2022-06-08,Not yet recovered
2022,LedoitWolf,0.3163126129923551,0.3906031374818162,0.8098056124986462,1.732352740517228,8.820021200618179,112.13056558994624,-0.020813605006121068,-0.03323870800963183,-0.07238085711611446,0.31581261494464835,-0.09197603830459085,3.439076294467521,2022-03-22,2022-03-30,2022-04-01 00:00:00
2022,MarcenkoPastur,-0.029624975039517037,0.21123128877580052,-0.14024899062638768,-0.16548558349061598,0.37247999191606673,11.183250968608936,-0.023671049261885995,-0.03096944255980595,-0.07600874452236081,0.08236207635631751,-0.09378090366692197,0.3158956022084722,2022-03-22,2022-06-08,Not yet recovered
