time,Pair 1 Leg 1 Size,Pair 1 Leg 2 Size,Pair 1 PnL,Pair 1 Cash,Pair 1 Portfolio,Pair 2 Leg 1 Size,Pair 2 Leg 2 Size,Pair 2 PnL,Pair 2 Cash,Pair 2 Portfolio,Pair 3 Leg 1 Size,Pair 3 Leg 2 Size,Pair 3 PnL,Pair 3 Cash,Pair 3 Portfolio,Pair 4 Leg 1 Size,Pair 4 Leg 2 Size,Pair 4 PnL,Pair 4 Cash,Pair 4 Portfolio,Pair 5 Leg 1 Size,Pair 5 Leg 2 Size,Pair 5 PnL,Pair 5 Cash,Pair 5 Portfolio
2022-03-21 09:30:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:31:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:32:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:33:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:34:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:35:00,0,0,0.0,200000.0,200000.0,0.0,0,0.0,200000.0,200000.0,-47,70,0.0,189845.8,199916.77999999997,-170.74970370593394,175,0.0,172120.75,199834.22108957692,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:36:00,-191,377,0.0,169862.62,200000.48200000002,0.0,0,0.0,200000.0,200000.0,47,-70,-55.04000000000008,189996.4827077559,200021.4727077559,-170.74970370593394,175,-164.37188553438023,172120.75141529838,199834.22108957692,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:37:00,-191,377,13.375000000003268,169862.62152214057,200000.48200000002,-161.0,209,0.0,180271.445,200069.9389,0,0,17.409599999999898,200053.85822381717,200053.85822381717,0.0,0,-79.51887486779728,199802.7312986931,199802.7312986931,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:38:00,0,0,34.29890000000388,200013.17804428114,200013.17804428114,-161.0,209,108.21000000000068,180271.4460274644,200069.9389,-141,208,0.0,169918.81822381716,200211.99822381718,0.0,0,0.0,199802.7312986931,199802.7312986931,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:39:00,0,0,0.0,200013.17804428114,200013.17804428114,0.0,0,199.1750000000003,199971.4970549288,199971.4970549288,-141,208,299.94000000000176,169918.8197577732,200211.99822381718,0.0,0,0.0,199802.7312986931,199802.7312986931,0.0,0,0.0,200000.0,200000.0
2022-03-21 09:40:00,0,0,0.0,200013.17804428114,200013.17804428114,0.0,0,0.0,199971.4970549288,199971.4970549288,0,0,376.9300000000013,200136.07129172923,200136.07129172923,0.0,0,0.0,199802.7312986931,199802.7312986931,83.0,-165,0.0,189872.9625,200007.0552
2022-03-21 09:41:00,0,0,0.0,200013.17804428114,200013.17804428114,0.0,0,0.0,199971.4970549288,199971.4970549288,0,0,0.0,200136.07129172923,200136.07129172923,0.0,0,0.0,199802.7312986931,199802.7312986931,0.0,0,13.05249999999873,200029.61301549908,200029.61301549908
2022-03-21 09:42:00,0,0,0.0,200013.17804428114,200013.17804428114,0.0,0,0.0,199971.4970549288,199971.4970549288,141,-208,0.0,170072.05129172924,200002.75129172922,0.0,0,0.0,199802.7312986931,199802.7312986931,-83.0,165,-0.0,189887.0630154991,200044.6330154991
2022-03-21 09:43:00,0,0,0.0,200013.17804428114,200013.17804428114,122.4,-159,0.0,184650.6890549288,199898.51197492878,141,-208,-101.09069999999909,170072.05282844882,200002.75129172922,0.0,0,0.0,199802.7312986931,199802.7312986931,0.0,0,27.672400000000493,200048.28503239114,200048.28503239114
2022-03-21 09:44:00,0,0,0.0,200013.17804428114,200013.17804428114,122.4,-159,-55.167000000002204,184650.68982452893,199898.51197492878,0,0,-55.82499999999871,199917.2843651684,199917.2843651684,0.0,0,-0.0,199802.7312986931,199802.7312986931,83.0,-165,0.0,189905.94233239113,200026.23623239112
