time,Pair 1 Leg 1 Size,Pair 1 Leg 2 Size,Pair 1 PnL,Pair 1 Cash,Pair 1 Portfolio,Pair 2 Leg 1 Size,Pair 2 Leg 2 Size,Pair 2 PnL,Pair 2 Cash,Pair 2 Portfolio,Pair 3 Leg 1 Size,Pair 3 Leg 2 Size,Pair 3 PnL,Pair 3 Cash,Pair 3 Portfolio,Pair 4 Leg 1 Size,Pair 4 Leg 2 Size,Pair 4 PnL,Pair 4 Cash,Pair 4 Portfolio,Pair 5 Leg 1 Size,Pair 5 Leg 2 Size,Pair 5 PnL,Pair 5 Cash,Pair 5 Portfolio
2022-03-21 09:30:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:31:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:32:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:33:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:34:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:35:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:36:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:37:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:38:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:39:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:40:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:41:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:42:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:43:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:44:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0
2022-03-21 09:45:00,0,0,0.0,200000.0,200000.0,0,0,0.0,200000.0,200000.0,-47,70,0.0,189845.8,199983.61,-184,188,0.0,170049.72,200102.4872,0,0,0.0,200000.0,200000.0
2022-03-21 09:46:00,-190,375,0.0,170022.5,199898.525,0,0,0.0,200000.0,200000.0,-47,70,-11.97999999999979,189845.8005077559,199983.61,-184,188,1.7672000000036405,170049.72152512654,200102.4872,0,0,0.0,200000.0,200000.0
2022-03-21 09:47:00,-190,375,-62.571999999996564,170022.50151417125,199898.525,-162,211,0.0,180082.655,200275.91,0,0,-8.03000000000074,199912.5760155118,199912.5760155118,0,0,-23.072799999999916,199788.09025025307,199788.09025025307,0,0,0.0,200000.0,200000.0
2022-03-21 09:48:00,0,0,-84.27499999999505,200013.1030283425,200013.1030283425,-162,211,289.2850000000029,180082.65603384614,200275.91,-141,208,0.0,169777.53601551178,200155.59601551178,0,0,0.0,199788.09025025307,199788.09025025307,0,0,0.0,200000.0,200000.0
2022-03-21 09:49:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,273.3850000000008,199971.52706769228,199971.52706769228,-141,208,189.89000000000382,169777.53754946782,200155.59601551178,0,0,0.0,199788.09025025307,199788.09025025307,0,0,0.0,200000.0,200000.0
2022-03-21 09:50:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199971.52706769228,199971.52706769228,0,0,102.39499999999984,199994.78908342385,199994.78908342385,0,0,0.0,199788.09025025307,199788.09025025307,83,-165,0.0,189872.9625,199946.7725
2022-03-21 09:51:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199971.52706769228,199971.52706769228,0,0,0.0,199994.78908342385,199994.78908342385,0,0,0.0,199788.09025025307,199788.09025025307,0,0,-84.63750000000066,200029.61301549908,200029.61301549908
2022-03-21 09:52:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199971.52706769228,199971.52706769228,141,-208,0.0,169930.76908342386,199974.31908342385,0,0,0.0,199788.09025025307,199788.09025025307,-82,163,0.0,190010.0030154991,200116.8680154991
2022-03-21 09:53:00,0,0,0.0,200013.1030283425,200013.1030283425,162,-211,0.0,179693.98706769227,199836.61206769227,141,-208,40.86999999999901,169930.77062014345,199974.31908342385,0,0,0.0,199788.09025025307,199788.09025025307,-82,163,83.70520000000015,190010.00352616352,200116.8680154991
2022-03-21 09:54:00,0,0,0.0,200013.1030283425,200013.1030283425,162,-211,-128.40940000000495,179693.98808898553,199836.61206769227,0,0,90.73409999999933,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,83,-165,98.13999999999908,189903.11553682794,199962.15553682795
2022-03-21 09:55:00,0,0,0.0,200013.1030283425,200013.1030283425,162,-211,-138.62150000000491,179693.98911027878,199836.61206769227,0,0,0.0,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,0,0,-77.24349999999998,200051.45605274674,200051.45605274674
2022-03-21 09:56:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,-55.47000000000426,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,-82,163,0.0,190044.88605274673,200137.96605274672
2022-03-21 09:57:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,0,0,86.57999999999902,200063.95616199274,200063.95616199274
2022-03-21 09:58:00,0,0,-0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,83,-165,0.0,189971.71226199274,200002.20726199273
2022-03-21 09:59:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,0,0,0.0,199788.09025025307,199788.09025025307,0,0,-59.26889999999994,200054.7077764845,200054.7077764845
2022-03-21 10:00:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,185,-189,0.0,169637.71525025307,199719.23525025308,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:01:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,185,-189,-0.8549999999974034,169637.7167826569,199719.23525025308,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:02:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,185,-189,-17.404999999998125,169637.71831506075,199719.23525025308,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:03:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,0,0,10.655999999996766,199726.7698474646,199726.7698474646,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:04:00,0,0,-0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,0,0,0.0,199776.00215686302,199776.00215686302,62,-64,0.0,189625.4198474646,199740.53664746459,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:05:00,0,0,0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,-47,70,0.0,189644.902156863,199774.47215686302,62,-64,22.51000000000022,189625.4203676111,199740.53664746459,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:06:00,0,0,-0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,-47,70,0.23470000000060054,189644.90266536016,199774.47215686302,0,0,26.770000000000095,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:07:00,0,0,-0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,47,-70,2.3190000000003863,189777.28317385731,199761.58417385732,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:08:00,0,0,-0.0,200013.1030283425,200013.1030283425,0,0,0.0,199969.95013157206,199969.95013157206,-47,70,14.304600000000448,189682.24838885022,199789.2384888502,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:09:00,0,0,-0.0,200013.1030283425,200013.1030283425,81,-106,0.0,189890.31013157207,200021.75913157206,0,0,1.6046999999979903,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:10:00,-128,253,-0.0,179755.3930283425,199923.0330283425,81,-106,78.78900000000108,189890.31064515922,200021.75913157206,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:11:00,-128,253,-56.41999999999915,179755.3940541789,199923.0330283425,-81,106,68.6290000000012,189983.43015874637,200030.12015874637,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:12:00,0,0,-91.02199999999864,199970.0822800153,199970.0822800153,-81,106,6.194800000001777,189983.43067257878,200030.12015874637,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:13:00,0,0,-0.0,199970.0822800153,199970.0822800153,0,0,-5.0999999999979195,200029.14618641118,200029.14618641118,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:14:00,127,-251,-0.0,179974.56728001533,200079.07648001533,0,0,0.0,200029.14618641118,200029.14618641118,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:15:00,127,-251,110.31150000000008,179974.56830163999,200079.07648001533,81,-106,0.0,189937.35618641117,200052.09118641115,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
2022-03-21 10:16:00,-64,127,106.63420000000033,189804.19852326464,199910.27352326465,81,-106,15.31899999999878,189937.35669759044,200052.09118641115,0,0,0.0,199772.29739715633,199772.29739715633,0,0,0.0,199730.89088775762,199730.89088775762,0,0,0.0,200054.7077764845,200054.7077764845
